"Sentence","Sentiment"
"ATUALIZAÃÃO 1-Pearson espera crescer este ano apÃ³s sÃ³lido final de 2014","positive"
"bot $AMZN 600 chamadas semanais aqui @ 5,93","positive"
"Raute registou um lucro líquido de 1,8 milhões de euros (2,6 milhões de dólares) no terceiro trimestre de 2007, em comparação com um prejuízo líquido de 299.000 euros (430.000 dólares) no período correspondente de 2006.","positive"
"Os planos de expansão da Aldi e Lidl avançam à medida que Tesco, Sainsbury's, Morrisons ...","positive"
"âeurosVÃ¡rias iniciativas de crescimento nas Ã¡reas geogrÃ¡ficas escolhidas jÃ¡ estÃ£o em cursoâeuros?, continuou, observando que a Lindex abriu a sua primeira loja na RepÃºblica Checa neste Outono, em Brno.","positive"
"A Stora Enso detém 43% da Bergvik e, portanto, ganha SEK 1,5 mil milhões com a valorização.","positive"
"A companhia aérea encomendou nove aeronaves Airbus A350-900 com entregas a partir de 2011 e, ao fazê-lo, torna-se a companhia aérea líder na mais recente variante dos motores da série Rolls-Royce Trent, chamada 1700.","positive"
"A empresa registou receitas de E658,1 milhões durante o ano fiscal encerrado em Dezembro de 2007 , um aumento de 23 % em relação a 2006 .","positive"
"#Fintech Provedor $ CAFN Soluções financeiras Cachet Avançando hoje Post ganhos para cima +13,26% https://t.co/9bj3csk2i9 $ jkhy $ fisv #momo","positive"
"O fornecedor finlandês de alta tecnologia Vaahto Group reporta vendas líquidas de 41,8 milhões de euros no período contabilístico de Setembro de 2007 a Fevereiro de 2008, um aumento de 11,2% em relação ao ano anterior.","positive"
"``Estamos satisfeitos com os esforços de ambas as equipas de negociação e esperamos quatro anos produtivos pela frente. ''","positive"
"HELSINKI AFX - KCI Konecranes disse que ganhou um pedido de quatro guindastes de panela de metal quente da produtora de aço indiana Bhushan Steel and Strips Ltd.","positive"
"A operadora finlandesa Elisa e a Aker Yards assinaram um acordo de serviço de longo prazo por meio do qual a Elisa fornecerá todos os serviços de voz e dados necessários para a Aker Yards na Finlândia.","positive"
"Contudo , a proporção de ordens permanentes pagas cresceu em 2009 .","positive"
"A Outotec disse que recebeu novos pedidos no valor de 492,9 milhões de euros durante o trimestre, em comparação com 240,4 milhões de euros um ano antes.","positive"
"O lucro antes de impostos do negócio de seguros de vida do grupo aumentou de 27 milhões de euros para 36 milhões de euros.","positive"
"(ADP News) - O fornecedor finlandês de sistemas de movimentação Cargotec Oyj (HEL: CGCBV) anunciou na sexta-feira que recebeu encomendas no valor de 10 milhões de euros (13,2 milhões de dólares) para fornecer linkspans para a Jordânia, Marrocos e Irlanda.","positive"
"Caixabank espanhol lança nova OPA sobre o Banco BPI","positive"
"$AAPL, uma nova compra longa IF 110,61 foi quebrada. As metas são 112,19, 119,86 e 123,82. Os ursos devem retomar 102,77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw","positive"
"``A Stonesoft vê uma grande promessa no futuro do IPv6.","positive"
"KAUKO-TELKO LTD COMUNICADO DE IMPRENSA 19.06.2007 AT 14.00 1 (1) O Grupo Telko (Kauko-Telko) está expandindo sua parceria estratégica com a BP Industrial Lubricants & Services (BP ILS) ao adquirir a propriedade total da empresa varejista sueca da BP, Molub -Liga AB.","positive"
"Ao combinar as soluções existentes em uma única plataforma, a Comptel disse que reduziu o custo de implantação.","positive"
"Barclays PLC e Lloyds Banking Group PLC são os dois bancos que eu compraria hoje","positive"
"A CENCORP estima que suas vendas líquidas no último trimestre serão as que afirmam anteriormente, 4,3 m a EUR5,0 m, e o lucro operacional (EBIT) será estimado como positivo.","positive"
"O lucro operacional, excluindo itens não recorrentes, aumentou 27 %, para 81,9 mn de euros, de 64,4 milhões de euros no período correspondente em 2008.","positive"
"$AEGN MACD e ADX estão cruzando as linhas de sinal! Configuração longa http://stks.co/qzzx","positive"
"Por que AstraZeneca plc e Dixons Carphone PLC são estrelas de crescimento em brasa!","positive"
"O novo escritório, localizado em Shenzhen, fortalecerá a presença já de 10 anos da Vaisala na China.","positive"
"A receita de comissões aumentou 25,7%, para 16,1 milhões de euros, ante 12,8 milhões de euros em 2004.","positive"
"A Nokia âeuros o maior fabricante mundial de telemÃ³veis âeuros e a China Postel âeuros o maior distribuidor de telemÃ³veis da China âeuros tÃªm uma parceria de longa data que continua a fortalecer-se ao longo do tempo.","positive"
"Ao combinar as soluções existentes em uma única plataforma, a Comptel disse que reduziu o custo de implantação.","positive"
"As vendas líquidas da empresa farmacêutica finlandesa Orion aumentaram para 190 milhões de euros no primeiro trimestre de 2009, contra 180 milhões de euros no primeiro trimestre de 2008.","positive"
"A validação do nosso cliente fgVoIP através do Symbian Signed representa um avanço significativo na consecução deste objetivo.","positive"
"Nova dupla de Morrisons obtém apoio do ex-chefe para dissipar a tensão dos investidores","positive"
"Baird atualiza Tesla Motors $TSLA para superar https://t.co/1FA6aTOqlw","positive"
"Não sou um ANAL-yst profissional, mas coloco meu dinheiro onde está minha boca. $AAPL fará $ 575 b4 ano.fim - Isso é outro hun daqui. Long LEAPS =^.^=","positive"
"Priit Kasak, proprietário da Balti Metsamasina, disse que a empresa de Rakvere deseja aumentar a participação de mercado da Valmet de 27 % para um terço em alguns anos.","positive"
"No último trimestre de 2010, as vendas líquidas da Componente dobraram para 131m a partir de 76 milhões de euros para o mesmo período do ano anterior, enquanto passavam para um lucro pré-imposto zero com uma perda antes de impostos de euros.","positive"
"AB InBev oferece à SABMiller taxa de rescisão de US$ 3 bilhões","positive"
"`` Chegamos a um acordo com o sindicato de que os vôos continuarão normalmente '', disse o porta -voz da Finnair, Usko Maatta.","positive"
"O lucro do período aumentou de 2,9 milhões de euros para 10,5 milhões de euros.","positive"
"MarketsShire sobe 2,5% e Baxalta sobe 6% em negócio de US$ 32 bilhões","positive"
"Com esta aquisição a Panostaja Oyj expande ainda mais a sua área de negócio especializada em impressão digital.","positive"
"``Estamos satisfeitos com os esforços de ambas as equipas de negociação e esperamos quatro anos produtivos pela frente. ''","positive"
"A ingestão de pedidos cresceu 40 % ano a ano e 30 % ano a ano, respectivamente, para 576 milhões de euros e 1,7 bilhão de euros para os respectivos períodos de janeiro a setembro e julho a setembro de 2010.","positive"
"A TELE2 Affarsvarlden deu uma recomendação de ``compra'' à operadora móvel Tele2 AB e um preço-alvo de acção de 142 coroas (23,54 dólares - 15,19 euros).","positive"
"$AAPL longo 630,91","positive"
"O negócio de reparação e manutenção representou vendas líquidas de 645,3 milhões de euros, acima dos 563,6 milhões de euros.","positive"
"Longo $ TSLA curto $ MBLY https://t.co/jSpUSzo6na","positive"
"Jarmo Honkamaa, chefe do negócio de refino de petróleo da Neste Oil, diz que a situação parece promissora do ponto de vista deles.","positive"
"Pivotal Research atualizando $ GOOGL para comprar.  https://t.co/LSahepdqhD #negociação de ações","positive"
"(ADP News) - O fornecedor finlandês de sistemas de movimentação Cargotec Oyj (HEL: CGCBV) anunciou na sexta-feira que recebeu encomendas no valor de 10 milhões de euros (13,2 milhões de dólares) para fornecer linkspans para a Jordânia, Marrocos e Irlanda.","positive"
"Shell oferece prêmio de 50% para comprar BG por US$ 70 bilhões","positive"
"$LNT aumenta a meta de dividendos anuais para US$ 1,80/ação, de US$ 1,70/ação","positive"
"O FTSE se reúne com três meses de baixa, impulsionado por Stanchart, Sainsbury","positive"
"Após a operação, a Alma Media aumentou a sua participação na Talentum para 30,65% das ações e cerca de 31,12% dos direitos de voto.","positive"
"O lucro diluído por ação (LPA) aumentou de EUR 0,50 para EUR 3,68.","positive"
"`` O investimento anunciado da montadora Hyundai, por exemplo, soa otimista para nós, pois, é claro, carros novos significam pneus novos.''","positive"
"$TSLA agora subiu 57% em relação ao seu mínimo de fevereiro. Recuperação incrível.","positive"
"Com Capman como parceiro, poderemos desenvolver ainda mais nossos negócios e continuar a se concentrar em fornecer serviços de restaurantes de qualidade para nossos clientes '', diz Christopher Wynne, CEO da Rússia do Papa John.","positive"
"Significado: Teleste enfatizou que, com seu grande tamanho e economia em crescimento, bem como o rápido desenvolvimento de sua indústria de distribuição de serviços de TV, a Polônia é vista como um mercado atraente.","positive"
"Esta aquisição reforça nossa estratégia de estar perto de nossos clientes em todo o mundo, oferecendo equipamentos e serviços relacionados.","positive"
"O artigo finlandês Metso recebeu um contrato para a reconstrução da fábrica de celulose da Sabah Forest Industries (SFI) em Sabah, Malásia.","positive"
"A consultoria finlandesa de TI Satama Interactive OYJ registrou um lucro líquido de 1,4 mln euros $ 2,0 mln nos primeiros nove meses de 2007, em comparação com uma perda líquida de 462.000 euros $ 664.000 no mesmo período de 2006.","positive"
"Recall do cinto de segurança? quem se importa.... Sou um comprador $TSLA","positive"
"O lançamento de novos produtos na Finlândia mais do que duplicará em relação a 2005 .","positive"
"A tecnologia finlandesa de Orokumpu recebeu vários novos contratos de tecnologia de moagem.","positive"
"RT @ACInvestorBlog $AAPL ainda está no caminho certo para US$ 500","positive"
"$NEON sobrevendido","positive"
"`` As vendas de pedras para revestimento também foram boas no início do outono e as carteiras de pedidos estão fortes até o final do ano.","positive"
"A Helsinque: Eliiv relatou hoje EPS de EUR1 .13 para 2009, um aumento sobre o EPS de EUR1,12 em 2008.","positive"
"A principal ordem na Índia Comptel Corporation recebeu uma ordem significativa de longo prazo para soluções de mediação e provisionamento sendo usadas por um operador líder na Índia.","positive"
"Para a Telenor, o contrato de três anos e meio vale cerca de 12,6 milhões. A YIT escolheu a Telenor e a Elisa como seus principais fornecedores de soluções TIC na Noruega, Suécia, Dinamarca e Finlândia.","positive"
"A Nokia também observou que o preço médio de venda dos telemóveis diminuiu durante o período, embora a sua margem de lucro no sector dos telemóveis tenha subido para mais de 22 por cento, contra 13 por cento no mesmo trimestre do ano anterior.","positive"
"Ele estima que o lucro operacional melhore ainda mais a partir do terceiro trimestre.","positive"
"$ISRG PT aumentou para $700 de $640 em Leerink - mantém classificação Outperform","positive"
"Também entregou ganhos por ação (EPS) de 0,44 euros versus perda por ação de 2,26 euros.","positive"
"Através do acordo, a Ramirent irá expandir a gama de equipamentos e serviços que fornece a Destia, disse Kari Aulasmaa, director-geral da Ramirent Finlândia.","positive"
"O lucro antes de impostos totalizou 397,4 milhões de euros, acima dos 164,7 milhões de euros.","positive"
"A procura parece ter atingido o seu nível mais baixo e podem ser observados alguns sinais de melhoria.","positive"
"As vendas melhoraram para SEK 1.553 milhões, em comparação com SEK 1.408 milhões.","positive"
"A construtora finlandesa YIT Corporation está planejando construir cerca de 200 casas de férias de alta qualidade perto do resort de esqui e spa Tahko, na Finlândia.","positive"
"Sponda registrará um lucro com a venda de 8,5 mln euro (US $ 12,4 mln).","positive"
"Adicionado. Custo agora em 1,54. Bounce off do Put OI e pivô S1. @moteltan BTO $AAPL 27 de abril de 2012 605,0 Chamadas a 1,66 para passeio para 609 ish.","positive"
"$NEON sobrevendido","positive"
"O fabricante de contratos finlandês de Electronics Elcoteq Hungria KFT anunciou planos de recrutar mais de 650 novos funcionários para cumprir novos pedidos no P+®Cs, onde a empresa possui duas plantas.","positive"
"O lucro por ação (EPS) foi de 0,03 euros, acima da perda de 0,083 euros.","positive"
"O lucro operacional da Orion Pharma aumentou 42,5 % em relação a 2004 .","positive"
"O Lean System suporta extremamente bem o gerenciamento de mudanças e a compra de componentes.","positive"
"SiriusXM adicionou 465.000 novos assinantes líquidos no primeiro trimestre de 2016 $ Siri #CEO #Sales #marketresearch #Tech #Entrepreneur #Speaker","positive"
"$UTSI http://stks.co/15uR Configuração longa. Relatou ganhos muito bons.","positive"
"@CGrantWSJ Acho que essa bolha $TSLA pode durar algum tempo. Enquanto as pessoas amarem os carros, elas poderão continuar recebendo financiamento.","positive"
"Alerta: Novo sinal MACD criado em $ CTXS - Compre em 77,09 - Tempo: 18:23 - Força: 10. Powered por https://t.co/4tdgjedllz","positive"
"Extremidade do dia: Bullish MA Crossovers $ BBVA $ PDS $ NTLS $ NGL $ SBRCY $ FGL $ MTNOY $ TTT www.dailystockplays.com","positive"
"As vendas da cadeia retalhista de vestuário Sepp+ñl+ñ aumentaram 8 % para 155,2 milhões de euros , e o lucro operacional aumentou para 31,1 milhões de euros em relação aos 17,1 milhões de euros em 2004 .","positive"
"âeurosEstamos muito satisfeitos em receber Elisa em nosso Conselho de AdministraÃ§Ã£oâeuros?, disse Garry McGuire, CEO da RMG Networks.","positive"
"A produção de chumbo, por sua vez, deverá aumentar para 60 mil toneladas até 2009, o que representaria um aumento para o dobro dos actuais níveis de capacidade, disse Zahariev.","positive"
"@CH_ROARK: $ UNXL Gosto deste triângulo ascendente no gráfico de 30 minutos.Breakout na segunda -feira!http://stks.co/at3glooks promissores.","positive"
"Companiestravis Perkins eleva os dividendos, os ganhos aumentam 15%","positive"
"O interesse aumenta para @Yahoo $ YHOO - The Wall Street Journal https://t.co/j5jVjI9bia","positive"
"21 de dezembro de 2010 - A empresa finlandesa de máquinas industriais Wartsila Oyj Abp HEL: WRT1V disse ontem que ganhou um pedido para projetar um navio PSV de abastecimento de plataforma movido a gás natural liquefeito e GNL para o provedor norueguês de serviços de petróleo Eidesvik Offshore ASA OSL: EIOF.","positive"
"Esta atribuição fortalece a posição da Poyry como fornecedora internacional de serviços de engenharia e projetos para a indústria de processos químicos.","positive"
"Para todo o 2010, a empresa espera que suas vendas líquidas e resultado operacional melhorem em relação ao ano anterior, dizendo que um resultado operacional positivo e seu valor dependerão da ingestão de ordem até o final do verão.","positive"
"A tendência Faça isso por mim sustenta o crescimento das vendas no Reino Unido na Kingfisher","positive"
"A Helsinque: Eliiv relatou hoje EPS de EUR1 .13 para 2009, um aumento sobre o EPS de EUR1,12 em 2008.","positive"
"$ Bbry auditando rumores de um grande anúncio de joint venture.","positive"
"$ SDS +1,46% 15,32, aumentando a velocidade.16 de maio liga agora +35% .19: http://stks.co/3eik, na próxima semana $ 16 chamadas .11c: http://stks.co/3eil","positive"
"Apostei muito nesse $COG, vou ver os anos 70 novamente, eu penso","positive"
"O lucro após impostos do período foi de 0,9 milhões de euros, contra 0,01 milhões de euros no ano passado.","positive"
"$BRK.B $SPY O máximo amanhã? 150 mil nas ações A, 13 de dezembro de 2007.","positive"
"No último trimestre de 2010, as vendas líquidas da Componente dobraram para 131m a partir de 76 milhões de euros para o mesmo período do ano anterior, enquanto passavam para um lucro pré-imposto zero com uma perda antes de impostos de euros.","positive"
"Anteriormente, a empresa previa que o seu lucro operacional melhoraria durante o mesmo período.","positive"
"EmpresasSeguradora de automóveis Hastings Group conduzindo IPO de £ 180 milhões","positive"
"A Amer Sports OYJ (HEL: AMEAS) disse hoje que sua perda líquida diminuiu para 16,9 milhões de euros (22,3 m) no segundo trimestre de 2010, de 23,2 milhões de euros no período correspondente do ano anterior.","positive"
"O fabricante finlandês de embalagens de consumo Huhtamaki Oyj afirmou que obteve um lucro líquido de 84,1 milhões de euros ( 105,6 milhões de dólares ) nos primeiros nove meses de 2006 , face a um prejuízo líquido de 2,6 milhões de euros ( 3,3 milhões de euros ) no mesmo período de 2005 .","positive"
"A FDA aprova o medicamento NPS, em movimento, validando o negócio de aquisição de shire","positive"
"No entanto, espera-se que as vendas aumentem no final do ano de 2006.","positive"
"@BULLYA @ pollux654321 Minhas ligações de 50 $ KORS 80 serão uma bênção para as mensalidades de minhas filhas!","positive"
"( ADP News ) - 9 de Fevereiro de 2009 -- A empresa finlandesa de serviços informáticos Proha Oyj ( HEL : ART1V ) disse hoje que o seu prejuízo líquido diminuiu para 113.000 euros ( 146.000 dólares ) em 2008 , contra 1,2 milhões de euros em 2007 .","positive"
"Aviva, Friends Life Top previsões antes de 5,6 bilhões de libras fusão","positive"
"``A Stonesoft vê uma grande promessa no futuro do IPv6.","positive"
"Berkshire busca aumentar sua participação no Wells Fargo acima de 10 por cento","positive"
"Programas de compra de $ IWM estourando $ iwm para impressão próxima, dinheiro barato significa preços de ações mais altos $ compra de robô espião","positive"
"Quando for inaugurada no próximo ano, será a maior instalação do mundo para produzir combustível diesel a partir de matérias-primas renováveis, como óleo de palma e gordura animal.","positive"
"No entanto, espera -se que os volumes de vendas na indústria de alimentos permaneçam em níveis relativamente bons na Finlândia e na Escandinávia, disse Atria.","positive"
"STORA ENSO, NORSKE SKOG, M-REAL, UPM-KYMMENE O Credit Suisse First Boston (CFSB) aumentou o valor justo das ações de quatro dos maiores grupos florestais nórdicos.","positive"
"$ Trx http://stks.co/1kkk Configuração longa.MACD Cross.","positive"
"Os produtos da Okmetic são baseados em conhecimentos de alta tecnologia que gera valor agregado para os clientes, desenvolvimento inovador de produtos e um processo de produção extremamente eficiente.","positive"
"$ Ctrp quebrando aqui no Good Vol e um sinal de compra de analisador.","positive"
"O auto-serviço e a automação desempenham agora um papel mais importante e os recursos globais da Fujitsu serão explorados de forma eficaz.","positive"
"A Tieto oferece Ã  Aktia uma boa base e os serviÃ§os de suporte necessÃ¡rios para a implementaÃ§Ã£o do projeto de atualizaÃ§Ã£oâeuros?, afirma Juha Volotinen, responsÃ¡vel pelos serviÃ§os web da Aktia.","positive"
"$ ilMn Piper Jeffries levanta Pt.Eu permaneço muito tempo","positive"
"O fluxo de caixa das operações aumentou para 52,7 milhões de euros, a partir de 15,6 milhões de euros em 2007.","positive"
"A validação do nosso cliente fgVoIP através do Symbian Signed representa um avanço significativo na consecução deste objetivo.","positive"
"O lucro diluído por ação ( EPS ) subiu de 0,64 euros para 1,05 euros .","positive"
"Através da aquisição da Satlan, a Teleste planeia expandir ainda mais a sua presença no mercado como parceira de serviços de vídeo para operadores de cabo, emissoras e fornecedores de serviços de IPTV.","positive"
"No segundo trimestre de 2010, a perda líquida de Raute diminuiu para 123.000 euros, ante 1,5 milhão de euros no mesmo período de 2009.","positive"
"A Amer Sports OYJ (HEL: AMEAS) disse hoje que sua perda líquida diminuiu para 16,9 milhões de euros (22,3 m) no segundo trimestre de 2010, de 23,2 milhões de euros no período correspondente do ano anterior.","positive"
"A Latvenergo encomendou uma expansão significativa do sistema de informação de rede Tekla Xpower.","positive"
"Contudo, as perspectivas de crescimento a longo prazo da Exel Composites permanecem favoráveis.","positive"
"O lucro por ação EPS totalizou 0,03 euros, acima da perda de EUR0,08.","positive"
"$BAC para swing trade parece querer subir","positive"
"A FDA aprova o medicamento AstraZeneca para câncer de pulmão avançado","positive"
"$ SOVE quebrar sua linha de tendência de baixa no volume crescente.Um movimento acima de 20,57 pode ver mais vantagem.http://stks.co/l8y4","positive"
"A margem financeira foi de 152,2 milhões de euros , acima dos 101,0 milhões de euros em 2008 .","positive"
"`` A NTC tem uma presença geográfica que complementa a rede existente da Ramirent e nos aproxima dos nossos clientes na região da Boémia Oriental, na República Checa. ''","positive"
"Extremidade do dia: Bullish MA Crossovers $ BBVA $ PDS $ NTLS $ NGL $ SBRCY $ FGL $ MTNOY $ TTT www.dailystockplays.com","positive"
"O objectivo é converter as fábricas em fabricantes flexíveis de produtos novos e tecnologicamente exigentes.","positive"
"$KNDI Quebre esse HOD em volume e teremos uma boa consolidação concluída para outra execução.","positive"
"O fluxo de caixa das operações totalizou 2,71 milhões de euros , que compara com 0,83 milhões de euros negativos no período homólogo de 2008 .","positive"
"As receitas da Seppala aumentaram 0,2% para 10,1 milhões de euros. Na Finlândia, as receitas diminuíram 2,4% para 6,8 milhões de euros, enquanto as vendas no estrangeiro aumentaram 6,2% para 3,3 milhões de euros. As vendas aumentaram em todos os países bálticos, bem como na Rússia e na Ucrânia.","positive"
"A representante letã da Tiimari , Ineta Zaharova , disse que a empresa obteve um lucro de LVL 122.000 em 2005 , o que é 20 vezes mais do que em 2004 .","positive"
"Em uma coletiva de imprensa, o presidente do conselho da Lattelecom, Nils Melngailis, explicou que a Blackstone foi escolhida por sua experiência no setor de TI, bem como por sua solidez financeira.","positive"
"O CEO da Basware, Ilkka Sihvo, comenta em conjunto com o relatório intermediário: `` Como um todo, a Basware teve sucesso no segundo trimestre de 2007.","positive"
"Estamos agora em condições de buscar novos candidatos clínicos no futuro. ''","positive"
"No quarto trimestre de 2009, o lucro líquido da Orion aumentou 33,8% em relação ao ano anterior, para EUR 33 milhões.","positive"
"`` Estamos nos sentindo bastante positivos com a região como um todo.","positive"
"No final de 2006, o número de pontos de venda aumentará para 60-70.","positive"
"Quando for inaugurada no próximo ano, será a maior instalação do mundo para produzir combustível diesel a partir de matérias-primas renováveis, como óleo de palma e gordura animal.","positive"
"Nossos serviços padronizados tiveram uma recepção positiva entre nossos clientes e também na Itella.","positive"
"âeurosO processador Intel Atom teve um tremendo sucesso no mercado desde seu lanÃ§amento, hÃ¡ mais de dois anosâeuros?, disse Pankaj Kedia, diretor de programas de ecossistemas globais do Ultra Mobility Group da Intel Corp..","positive"
"Tanto o lucro operacional como as vendas líquidas no período de seis meses aumentaram, respectivamente, de 7,5 milhões de euros e 655,5 milhões de euros, em comparação com o período correspondente em 2005.","positive"
"A estocástica semanal de $DUG finalmente começou a aparecer após uma longa consolidação. Comprando aqui.","positive"
"Significado: Teleste enfatizou que, com seu grande tamanho e economia em crescimento, bem como o rápido desenvolvimento de sua indústria de distribuição de serviços de TV, a Polônia é vista como um mercado atraente.","positive"
"O dinheiro serÃ¡ gasto âeurosno fortalecimento da competitividade da empresa na Ã¡rea de produtos de serraria e no aumento do volume de madeira entregue para processamento na RÃºssiaâeuros?, diz o comunicado.","positive"
"ATUALIZAÃÃO: NÃºmero de passageiros da EasyJet e trÃ¡fego da Aer Lingus aumentam em fevereiro","positive"
"Ao adquirir a RCP, podemos combinar o nosso forte know-how com a experiência de uma sólida empresa local.","positive"
"O fabricante de máquinas e equipamentos florestais finlandês Ponsse Oyj disse em 5 de outubro de 2007 que fornecerá um total de 67 máquinas florestais de método de corte a comprimento e 44 cabeças de colheitadeira para a fabricante de papel brasileira Bahia Pulp e para os contratados de colheita de madeira uruguaios sem nome.","positive"
"A construtora finlandesa YIT Corporation está planejando construir cerca de 200 casas de férias de alta qualidade perto do resort de esqui e spa Tahko, na Finlândia.","positive"
"Como negócio doméstico, o Best-In já está perto dos proprietários de cães finlandeses.","positive"
"Espera-se que as ações para melhorar a eficiência operacional e ajustar as operações gerem economias de custos permanentes anualizadas de cerca de EUR 4,5 milhões e serão efetuadas principalmente durante o primeiro semestre de 2010.","positive"
"$aapl.  Teste a alta hoje e provavelmente vá além depois do expediente...","positive"
"As vendas de pacotes de segurança e sistemas aumentaram ligeiramente.","positive"
"``Eles investiriam não apenas na infraestrutura física, mas também forneceriam know-how para gerenciar e desenvolver parques científicos e tecnológicos'', disse o diretor do Sunrise Valley, Andrius Bagdonas.","positive"
"A Netflix aumenta os esforços para criar clientes fiéis $ nflx https://t.co/5qxbkobphe","positive"
"ITV perseguir a aquisição do entretenimento do Canadá: Bloomberg","positive"
"chamadas longas de $AAPL 107 @ 0,40","positive"
"As ações subiram pelo segundo dia na quarta-feira, levando seu aumento de dois dias para GBX12 .0 ou 2,0 %.","positive"
"Elisa disse que as assinaturas móveis cresceram 7 % em 2007, principalmente por causa dos clientes que adotam a chamada tecnologia móvel de terceira geração.","positive"
"$ENDP - vimos um grande pedido neste na semana passada, alguém também acumulando ligações de maio e 35 de junho hoje","positive"
"As operações contínuas registraram um prejuízo operacional de EUR 0,1 milhão, uma ligeira melhora em relação ao prejuízo de EUR 0,2 milhão do ano anterior.","positive"
"Mais funcionários foram recrutados no Japão para complementar ainda mais sua rede de quase 50 locais de serviço em mais de 20 países em todo o mundo.","positive"
"`` Tenho o prazer de receber o pedido e a confiança do comitê de indicação '', diz Jon Risfelt.","positive"
"No final de 2006, o número de pontos de venda aumentará para 60-70.","positive"
"@Dojiknows th SP e o potencial da plataforma cruzada QNX BES10 e BBM trarão boas notícias com o tempo $bbry","positive"
"Entertainment One dissipa rumores de aquisição da ITV","positive"
"O Talentum espera que as vendas líquidas de seus negócios principais aumentem em 2008, em comparação com 2007.","positive"
"A Viking Line administra bem com suas balsas atuais.","positive"
"O lucro operacional melhorou para 20,3 milhões de euros, de 11,4 milhões de euros.","positive"
"Activision Blizzard Media Networks anuncia audiência recorde de #Esports https://t.co/729BiqLbtK $ATVI fez parceria com $HDSI para 9 #tournament","positive"
"A FDA aprova o medicamento NPS, em movimento, validando o negócio de aquisição de shire","positive"
"As vendas líquidas aumentaram 18,5% para 167,8 milhões de euros. Teleste disse que 20,4 milhões de euros , ou 12,2 % , das vendas vieram das aquisições feitas em 2009 .","positive"
"Quando for inaugurada no próximo ano, será a maior instalação do mundo para produzir combustível diesel a partir de matérias-primas renováveis, como óleo de palma e gordura animal.","positive"
"No segundo trimestre de 2010, os lucros consolidados antes de impostos totalizaram 4,5 milhões de euros, em comparação com 3,9 milhões de euros, e o lucro líquido foi de 3,2 milhões de euros, em comparação com 2,9 milhões de euros no ano anterior.","positive"
"Para o ano em curso, a Raute espera que as suas vendas líquidas aumentem e que o resultado operacional seja positivo.","positive"
"@Binkster69 NÃ£o Ã© isso.Ã apenas er lol.Mas, olhando para a correlaÃ§Ã£o de US $ aria e grÃ¡ficos de preÃ§os estrangeiros, todos estÃ£o prontos para se romper.","positive"
"Sainsbury vende unidade para LloydsPharmacy","positive"
"A transação duplica a força de trabalho da Tecnomen e acrescenta um quarto às suas vendas líquidas.","positive"
"A Stockmann MasterCard alargou o âmbito desta cooperação à Estónia e à Letónia.","positive"
"Uma parte, US $ 12,5 milhões, será registrada como parte de seus ganhos em uma disputa de patente anterior com a fabricante de telefones finlandesa Nokia Oyj.","positive"
"Aviva plc, Direct Line Insurance Group PLC e Admiral Group plc estão prontas para disparar?","positive"
"Ter uma operação baseada na China não só nos permitirá aproveitar totalmente os nossos recursos e experiência em soluções sem fio, mas também fortalecerá a nossa capacidade de oferecer produtos líderes do setor para nossos clientes na China. ''","positive"
"Tieto estava procurando uma solução energética que melhor apoiasse a idéia de desenvolvimento sustentável, e ficamos felizes em poder fornecer essa solução, diz Jouni Haikaraainen, vice -presidente da Fortum.","positive"
"SKF 6 de abril de 2010 - Andsbanken deu uma recomendação `` comprar '' na empresa industrial sueca SKF AB (STO: SKF B) com uma meta de preço das ações do SEK150.","positive"
"O objectivo é aumentar as vendas em pelo menos um quinto em 2006 .","positive"
"As métricas no QPR ScoreCard agora oferecem suporte a valores baseados em data, texto e marcos, o que melhora seu suporte ao gerenciamento de projetos em torno de desempenho ou conteúdo relacionado ao processo.","positive"
"$ Je parece que estamos saltando.Seria bom terminar mais de US $ 6 hoje e fazer o martelo.Bom volume de 5,77 inferior.Dedos cruzados","positive"
"A FDA aprova o medicamento AstraZeneca para câncer de pulmão avançado","positive"
"bot $AMZN 600 chamadas semanais aqui @ 5,93","positive"
"No entanto, espera-se que as vendas aumentem no final do ano de 2006.","positive"
"A consultoria finlandesa de TI Satama Interactive OYJ registrou um lucro líquido de 1,4 mln euros $ 2,0 mln nos primeiros nove meses de 2007, em comparação com uma perda líquida de 462.000 euros $ 664.000 no mesmo período de 2006.","positive"
"Através do acordo, a Ramirent irá expandir a gama de equipamentos e serviços que fornece a Destia, disse Kari Aulasmaa, director-geral da Ramirent Finlândia.","positive"
"Os negócios de importação e varejo de carros da Kesko, VV-AUTO, viam as vendas crescerem em 17,1 pct.","positive"
"O lucro operacional subjacente do primeiro trimestre aumentou para 41 mln euros a partir de 33 mln no ano anterior.","positive"
"`` A mudança otimizará as eficiências operacionais de nossos negócios em crescimento '', disse Julia Prohaska, diretora de comunicações de marketing da Fiskars.","positive"
"$ AMZN LONGO DO LOBRADOS.parece bom mais de 600","positive"
"Berkshire busca aumentar sua participação no Wells Fargo acima de 10 por cento","positive"
"$CTRP acabou de quebrar a resistência, esperando um #ruptura #vermelhoparaverde logo de cara amanhã de manhã. #ações https://t.co/8VXFUUIt04","positive"
"O preço das ações da Auto Trader sobe à medida que a empresa flutua na LSE","positive"
